"Species","Transcript_ID","Family","Superfamily"
"rhabditophanes_kr3021","RSKR_0001089533.1","srt","Srg"
"onchocerca_volvulus","OVOC12765","srx","Srg"
"pristionchus_pacificus","PPA18574","sre","Sra"
"brugia_malayi","Bm13207a","srab","Sra"
"caenorhabditis_elegans","F37B4.5","srh","Str"
"caenorhabditis_elegans","ZC239.8","sri","Str"
"pristionchus_pacificus","PPA41471","srd","Str"
"caenorhabditis_elegans","T08G3.1","str","Str"
"caenorhabditis_elegans","H10D18.3","srw","Solo"
"brugia_malayi","Bm9001","srbc","Solo"
"caenorhabditis_elegans","Y97E10B.9","srsx","Solo"
"meloidogyne_hapla","MhA1_Contig1023.frz3.gene14","srg","Srg"
"rhabditophanes_kr3021","RSKR_0000715650.1","srt","Srg"
"onchocerca_volvulus","OVOC7503","srx","Srg"
"ascaris_suum","AgR006_g272_t02","sre","Sra"
"brugia_malayi","Bm13207b","srab","Sra"
"caenorhabditis_elegans","C54F6.1","srh","Str"
"caenorhabditis_elegans","ZC239.10","sri","Str"
"pristionchus_pacificus","PPA41075","srd","Str"
"caenorhabditis_elegans","C24B9.8","str","Str"
"caenorhabditis_elegans","R08F11.5","srw","Solo"
"onchocerca_volvulus","OVOC12289","srbc","Solo"
"haemonchus_contortus","HCON_00102025","srsx","Solo"
"rhabditophanes_kr3021","RSKR_0001040970.1","srg","Srg"
"rhabditophanes_kr3021","RSKR_0000884150.1","srt","Srg"
"onchocerca_volvulus","OVOC11966","srx","Srg"
"ascaris_suum","AgR006_g272_t03","sre","Sra"
"ascaris_suum","AgR057_g024_t01","srab","Sra"
"caenorhabditis_elegans","F31F4.6","srh","Str"
"caenorhabditis_elegans","ZC239.19","sri","Str"
"pristionchus_pacificus","PPA34692","srd","Str"
"caenorhabditis_elegans","B0391.4","str","Str"
"caenorhabditis_elegans","ZC482.6","srw","Solo"
"onchocerca_volvulus","OVOC12288","srbc","Solo"
"haemonchus_contortus","HCON_00113330","srsx","Solo"
"strongyloides_ratti","SRAE_1000300300","srg","Srg"
"rhabditophanes_kr3021","RSKR_0000286850.1","srt","Srg"
"onchocerca_volvulus","OVOC12665","srx","Srg"
"toxocara_canis","Tcan_16302.1","sre","Sra"
"toxocara_canis","Tcan_09930.1","srab","Sra"
"caenorhabditis_elegans","F28B1.8","srh","Str"
"caenorhabditis_elegans","F22E5.4","sri","Str"
"pristionchus_pacificus","PPA34649","srd","Str"
"caenorhabditis_elegans","T23D5.11","str","Str"
"caenorhabditis_elegans","ZC482.8","srw","Solo"
"toxocara_canis","Tcan_02690.1","srbc","Solo"
"caenorhabditis_elegans","C39H7.5","srsx","Solo"
"strongyloides_ratti","SRAE_1000020400","srg","Srg"
"rhabditophanes_kr3021","RSKR_0000524350.1","srt","Srg"
"onchocerca_volvulus","OVOC8080","srx","Srg"
"pristionchus_pacificus","PPA40948","sre","Sra"
"caenorhabditis_elegans","T06E6.8","srh","Str"
"caenorhabditis_elegans","ZC239.9","sri","Str"
"pristionchus_pacificus","PPA18030","srd","Str"
"caenorhabditis_elegans","F57A10.1","str","Str"
"caenorhabditis_elegans","ZK105.2","srw","Solo"
"haemonchus_contortus","HCON_00036375","srbc","Solo"
"caenorhabditis_elegans","C39H7.8","srsx","Solo"
"strongyloides_ratti","SRAE_0000024300","srg","Srg"
"rhabditophanes_kr3021","RSKR_0001079350.1","srt","Srg"
"toxocara_canis","Tcan_12185.1","srx","Srg"
"toxocara_canis","Tcan_00361.1","sre","Sra"
"caenorhabditis_elegans","T06E6.7","srh","Str"
"caenorhabditis_elegans","K07E8.9","sri","Str"
"pristionchus_pacificus","PPA37839","srd","Str"
"caenorhabditis_elegans","F22B8.5a","str","Str"
"caenorhabditis_elegans","T03D3.3","srw","Solo"
"nippostrongylus_brasiliensis","NBR_0001166901","srbc","Solo"
"pristionchus_pacificus","PPA42716","srsx","Solo"
"rhabditophanes_kr3021","RSKR_0000095450.1","srg","Srg"
"rhabditophanes_kr3021","RSKR_0001084675.1","srt","Srg"
"nippostrongylus_brasiliensis","NBR_0001351901","srx","Srg"
"caenorhabditis_elegans","T06E6.6","srh","Str"
"caenorhabditis_elegans","K07E8.11a","sri","Str"
"pristionchus_pacificus","PPA36484","srd","Str"
"caenorhabditis_elegans","T23D5.12","str","Str"
"caenorhabditis_elegans","Y75B12B.7","srw","Solo"
"angiostrongylus_cantonensis","ACAC_0000761901","srbc","Solo"
"pristionchus_pacificus","PPA43060","srsx","Solo"
"panagrellus_redivivus","Pan_g20369.t1","srg","Srg"
"rhabditophanes_kr3021","RSKR_0000878433.1","srt","Srg"
"strongyloides_ratti","SRAE_X000246550","srx","Srg"
"caenorhabditis_elegans","F37B4.13a","srh","Str"
"caenorhabditis_elegans","T10D4.9","sri","Str"
"pristionchus_pacificus","PPA42445","srd","Str"
"caenorhabditis_elegans","T23D5.10","str","Str"
"caenorhabditis_elegans","F26D2.11","srw","Solo"
"panagrellus_redivivus","Pan_g16294.t1","srbc","Solo"
"caenorhabditis_elegans","F58D7.1","srsx","Solo"
"panagrellus_redivivus","Pan_g7695.t1","srg","Srg"
"rhabditophanes_kr3021","RSKR_0000925350.1","srt","Srg"
"rhabditophanes_kr3021","RSKR_0000674866.1","srx","Srg"
"caenorhabditis_elegans","F37B4.6","srh","Str"
"caenorhabditis_elegans","T10D4.10","sri","Str"
"pristionchus_pacificus","PPA40714","srd","Str"
"caenorhabditis_elegans","F26D10.8","str","Str"
"caenorhabditis_elegans","K03D7.2","srw","Solo"
"panagrellus_redivivus","Pan_g21775.t1","srbc","Solo"
"caenorhabditis_elegans","C04E6.2","srsx","Solo"
"rhabditophanes_kr3021","RSKR_0000724050.1","srt","Srg"
"pristionchus_pacificus","PPA39243","srx","Srg"
"caenorhabditis_elegans","C03G6.9","srh","Str"
"caenorhabditis_elegans","Y27F2A.3","sri","Str"
"pristionchus_pacificus","PPA29508","srd","Str"
"caenorhabditis_elegans","F40F9.4","str","Str"
"caenorhabditis_elegans","K03D7.11","srw","Solo"
"panagrellus_redivivus","Pan_g1067.t1","srbc","Solo"
"caenorhabditis_elegans","T22G5.4","srsx","Solo"
"rhabditophanes_kr3021","RSKR_0000324366.1","srt","Srg"
"caenorhabditis_elegans","F38B7.8","srx","Srg"
"caenorhabditis_elegans","F37B4.3","srh","Str"
"caenorhabditis_elegans","B0454.10","sri","Str"
"pristionchus_pacificus","PPA22205","srd","Str"
"caenorhabditis_elegans","C18B10.7","str","Str"
"caenorhabditis_elegans","F36D3.13","srw","Solo"
"panagrellus_redivivus","Pan_g21777.t1","srbc","Solo"
"haemonchus_contortus","HCON_00155430","srsx","Solo"
"rhabditophanes_kr3021","RSKR_0000968550.1","srt","Srg"
"caenorhabditis_elegans","F38B7.7","srx","Srg"
"caenorhabditis_elegans","C31B8.13","srh","Str"
"caenorhabditis_elegans","B0454.2","sri","Str"
"pristionchus_pacificus","PPA41173","srd","Str"
"caenorhabditis_elegans","R08C7.7","str","Str"
"caenorhabditis_elegans","T26H5.5","srw","Solo"
"haemonchus_contortus","HCON_00042290","srbc","Solo"
"ancylostoma_caninum","ANCCAN_12311","srsx","Solo"
"rhabditophanes_kr3021","RSKR_0000263225.1","srt","Srg"
"caenorhabditis_elegans","F59B1.3","srx","Srg"
"caenorhabditis_elegans","H05B21.2","srh","Str"
"caenorhabditis_elegans","B0454.4","sri","Str"
"pristionchus_pacificus","PPA25104","srd","Str"
"caenorhabditis_elegans","Y68A4A.3","str","Str"
"caenorhabditis_elegans","Y116F11B.5","srw","Solo"
"nippostrongylus_brasiliensis","NBR_0001468701","srbc","Solo"
"haemonchus_contortus","HCON_00155445","srsx","Solo"
"rhabditophanes_kr3021","RSKR_0000845150.1","srt","Srg"
"caenorhabditis_elegans","H12C20.5","srx","Srg"
"caenorhabditis_elegans","T19C9.3","srh","Str"
"caenorhabditis_elegans","B0454.3","sri","Str"
"pristionchus_pacificus","PPA23167","srd","Str"
"caenorhabditis_elegans","F20E11.4","str","Str"
"ancylostoma_caninum","ANCCAN_07646","srw","Solo"
"necator_americanus","NECAME_13435","srbc","Solo"
"haemonchus_contortus","HCON_00019100","srsx","Solo"
"rhabditophanes_kr3021","RSKR_0000009000.1","srt","Srg"
"caenorhabditis_elegans","F10G2.6b","srx","Srg"
"caenorhabditis_elegans","R08H2.4","srh","Str"
"caenorhabditis_elegans","ZK697.4","sri","Str"
"pristionchus_pacificus","PPA42280","srd","Str"
"caenorhabditis_elegans","ZK285.1","str","Str"
"caenorhabditis_elegans","T05G11.3","srw","Solo"
"ancylostoma_caninum","ANCCAN_13552","srbc","Solo"
"panagrellus_redivivus","Pan_g7190.t1","srsx","Solo"
"panagrellus_redivivus","Pan_g12826.t1","srt","Srg"
"caenorhabditis_elegans","F35B12.1a","srx","Srg"
"caenorhabditis_elegans","C49D10.3","srh","Str"
"caenorhabditis_elegans","C41G6.10","sri","Str"
"pristionchus_pacificus","PPA42681","srd","Str"
"caenorhabditis_elegans","T01G6.3","str","Str"
"caenorhabditis_elegans","F14F8.10","srw","Solo"
"ancylostoma_caninum","ANCCAN_25983","srbc","Solo"
"caenorhabditis_elegans","R07B5.5","srsx","Solo"
"panagrellus_redivivus","Pan_g19558.t1","srt","Srg"
"caenorhabditis_elegans","F43A11.4","srx","Srg"
"caenorhabditis_elegans","F31F4.9","srh","Str"
"caenorhabditis_elegans","C41G6.14","sri","Str"
"pristionchus_pacificus","PPA39068","srd","Str"
"caenorhabditis_elegans","R11D1.5","str","Str"
"caenorhabditis_elegans","F26D2.9","srw","Solo"
"ancylostoma_caninum","ANCCAN_13551","srbc","Solo"
"rhabditophanes_kr3021","RSKR_0001084025.1","srsx","Solo"
"panagrellus_redivivus","Pan_g7706.t1","srt","Srg"
"caenorhabditis_elegans","F43A11.6","srx","Srg"
"caenorhabditis_elegans","F31F4.18","srh","Str"
"caenorhabditis_elegans","C41G6.11","sri","Str"
"pristionchus_pacificus","PPA13467","srd","Str"
"caenorhabditis_elegans","R11D1.6","str","Str"
"caenorhabditis_elegans","F14F8.11","srw","Solo"
"ancylostoma_caninum","ANCCAN_15483","srbc","Solo"
"pristionchus_pacificus","PPA40783","srsx","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t40635","srt","Srg"
"caenorhabditis_elegans","F38B7.4","srx","Srg"
"caenorhabditis_elegans","C03G6.11","srh","Str"
"trichinella_spiralis","EFV50448","sri","Str"
"pristionchus_pacificus","PPA22343","srd","Str"
"caenorhabditis_elegans","T10H9.6b","str","Str"
"caenorhabditis_elegans","F14F8.6","srw","Solo"
"angiostrongylus_cantonensis","ACAC_0001254101","srbc","Solo"
"onchocerca_volvulus","OVOC12431","srsx","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t25229","srt","Srg"
"caenorhabditis_elegans","K12G11.5","srx","Srg"
"caenorhabditis_elegans","F08E10.1","srh","Str"
"caenorhabditis_elegans","T24A6.4","sri","Str"
"pristionchus_pacificus","PPA35409","srd","Str"
"caenorhabditis_elegans","T18H9.4","str","Str"
"caenorhabditis_elegans","Y52E8A.5","srw","Solo"
"dictyocaulus_viviparus","DICVIV_02322","srbc","Solo"
"onchocerca_volvulus","OVOC12702","srsx","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t47586","srt","Srg"
"caenorhabditis_elegans","C01G10.3","srx","Srg"
"caenorhabditis_elegans","T26H5.3","srh","Str"
"caenorhabditis_elegans","AC3.1a","sri","Str"
"pristionchus_pacificus","PPA20854","srd","Str"
"caenorhabditis_elegans","F26G5.5","str","Str"
"caenorhabditis_elegans","H24D24.1","srw","Solo"
"dictyocaulus_viviparus","DICVIV_03543","srbc","Solo"
"brugia_malayi","Bm9002","srsx","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t41437","srt","Srg"
"caenorhabditis_elegans","K03B4.5","srx","Srg"
"caenorhabditis_elegans","Y113G7A.1","srh","Str"
"caenorhabditis_elegans","AC3.1b","sri","Str"
"pristionchus_pacificus","PPA20729","srd","Str"
"caenorhabditis_elegans","F26G5.2","str","Str"
"caenorhabditis_elegans","F36G9.1","srw","Solo"
"dictyocaulus_viviparus","DICVIV_07660","srbc","Solo"
"brugia_malayi","Bm9770","srsx","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t46400","srt","Srg"
"caenorhabditis_elegans","F41F3.7","srx","Srg"
"caenorhabditis_elegans","T05E12.7a","srh","Str"
"caenorhabditis_elegans","Y69E1A.6a","sri","Str"
"pristionchus_pacificus","PPA22127","srd","Str"
"caenorhabditis_elegans","F26G5.4","str","Str"
"caenorhabditis_elegans","F36G9.16","srw","Solo"
"angiostrongylus_cantonensis","ACAC_0000304801","srbc","Solo"
"onchocerca_volvulus","OVOC11508","srsx","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t27854","srt","Srg"
"nippostrongylus_brasiliensis","NBR_0001317401","srx","Srg"
"caenorhabditis_elegans","C04F2.4","srh","Str"
"pristionchus_pacificus","PPA22032","sri","Str"
"pristionchus_pacificus","PPA41174","srd","Str"
"caenorhabditis_elegans","C02E7.13","str","Str"
"caenorhabditis_elegans","T05G11.7","srw","Solo"
"dictyocaulus_viviparus","DICVIV_02869","srbc","Solo"
"onchocerca_volvulus","OVOC10125","srsx","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t38207","srt","Srg"
"ancylostoma_caninum","ANCCAN_05096","srx","Srg"
"caenorhabditis_elegans","F21A3.1","srh","Str"
"caenorhabditis_elegans","F36G9.9","sri","Str"
"pristionchus_pacificus","PPA36112","srd","Str"
"caenorhabditis_elegans","C31A11.9","str","Str"
"caenorhabditis_elegans","T05G11.6","srw","Solo"
"meloidogyne_hapla","MhA1_Contig635.frz3.gene3","srbc","Solo"
"onchocerca_volvulus","OVOC12477","srsx","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t30269","srt","Srg"
"caenorhabditis_elegans","F40H7.5","srx","Srg"
"caenorhabditis_elegans","D1065.5a","srh","Str"
"caenorhabditis_elegans","F36G9.8","sri","Str"
"pristionchus_pacificus","PPA40507","srd","Str"
"caenorhabditis_elegans","F10D2.1","str","Str"
"caenorhabditis_elegans","F40D4.8","srw","Solo"
"panagrellus_redivivus","Pan_g5122.t1","srbc","Solo"
"brugia_malayi","Bm1295b","srsx","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t21846","srt","Srg"
"caenorhabditis_elegans","F40H7.4","srx","Srg"
"caenorhabditis_elegans","C18B10.8","srh","Str"
"pristionchus_pacificus","PPA22211","sri","Str"
"pristionchus_pacificus","PPA38800","srd","Str"
"caenorhabditis_elegans","C02E7.9","str","Str"
"caenorhabditis_elegans","Y32B12C.2a","srw","Solo"
"ascaris_suum","AgB03_g126_t01","srbc","Solo"
"ascaris_suum","AgR006_g368_t01","srsx","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t44034","srt","Srg"
"caenorhabditis_elegans","F19B10.7","srx","Srg"
"caenorhabditis_elegans","T19C9.2","srh","Str"
"pristionchus_pacificus","PPA39272","sri","Str"
"pristionchus_pacificus","PPA19472","srd","Str"
"caenorhabditis_elegans","M7.13","str","Str"
"pristionchus_pacificus","PPA35769","srw","Solo"
"toxocara_canis","Tcan_03698.1","srbc","Solo"
"toxocara_canis","Tcan_11914.1","srsx","Solo"
"caenorhabditis_elegans","T27C10.2","srt","Srg"
"caenorhabditis_elegans","F19B10.8","srx","Srg"
"caenorhabditis_elegans","F08E10.6","srh","Str"
"pristionchus_pacificus","PPA40884","srd","Str"
"caenorhabditis_elegans","W06H8.7","str","Str"
"pristionchus_pacificus","PPA03728","srw","Solo"
"haemonchus_contortus","HCON_00137010","srbc","Solo"
"toxocara_canis","Tcan_13892.1","srsx","Solo"
"caenorhabditis_elegans","T27C10.1","srt","Srg"
"caenorhabditis_elegans","F40H7.2","srx","Srg"
"caenorhabditis_elegans","T19C9.4","srh","Str"
"ascaris_suum","AgB03_g111_t03","srd","Str"
"caenorhabditis_elegans","C07G3.3a","str","Str"
"pristionchus_pacificus","PPA19538","srw","Solo"
"meloidogyne_hapla","MhA1_Contig609.frz3.gene5","srbc","Solo"
"ascaris_suum","AgR001_g555_t02","srsx","Solo"
"pristionchus_pacificus","PPA05435","srt","Srg"
"caenorhabditis_elegans","C46E10.6","srx","Srg"
"caenorhabditis_elegans","T27A1.7","srh","Str"
"ascaris_suum","AgB03_g111_t01","srd","Str"
"caenorhabditis_elegans","C07G3.5","str","Str"
"pristionchus_pacificus","PPA36466","srw","Solo"
"syphacia_muris","SMUV_0000457801","srbc","Solo"
"ascaris_suum","AgR001_g555_t01","srsx","Solo"
"haemonchus_contortus","HCON_00192000","srt","Srg"
"caenorhabditis_elegans","F56H9.1","srx","Srg"
"caenorhabditis_elegans","R08H2.5","srh","Str"
"ascaris_suum","AgB03_g111_t02","srd","Str"
"caenorhabditis_elegans","C07G3.4","str","Str"
"pristionchus_pacificus","PPA42727","srw","Solo"
"syphacia_muris","SMUV_0000847001","srbc","Solo"
"ascaris_suum","AgR001_g514_t02","srsx","Solo"
"ancylostoma_caninum","ANCCAN_20538","srt","Srg"
"caenorhabditis_elegans","T24E12.8","srx","Srg"
"caenorhabditis_elegans","F08E10.3","srh","Str"
"ascaris_suum","AgB03_g111_t06","srd","Str"
"caenorhabditis_elegans","C07G3.6","str","Str"
"pristionchus_pacificus","PPA41824","srw","Solo"
"ascaris_suum","AgB20_g065_t01","srbc","Solo"
"ascaris_suum","AgR001_g514_t03","srsx","Solo"
"ancylostoma_caninum","ANCCAN_20097","srt","Srg"
"caenorhabditis_elegans","F40H7.8","srx","Srg"
"caenorhabditis_elegans","Y102A5C.21","srh","Str"
"ascaris_suum","AgB03_g111_t04","srd","Str"
"caenorhabditis_elegans","Y46H3D.3","str","Str"
"pristionchus_pacificus","PPA00733","srw","Solo"
"brugia_malayi","Bm3765","srbc","Solo"
"ascaris_suum","AgR009X_g206_t02","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_04231","srt","Srg"
"caenorhabditis_elegans","F40H7.7","srx","Srg"
"caenorhabditis_elegans","Y61B8A.1","srh","Str"
"toxocara_canis","Tcan_14838.1","srd","Str"
"caenorhabditis_elegans","Y46H3D.2","str","Str"
"necator_americanus","NECAME_08167","srw","Solo"
"strongyloides_ratti","SRAE_1000159300","srbc","Solo"
"toxocara_canis","Tcan_13052.1","srsx","Solo"
"ancylostoma_caninum","ANCCAN_11338","srt","Srg"
"caenorhabditis_elegans","T24E12.4","srx","Srg"
"caenorhabditis_elegans","K03D7.6","srh","Str"
"necator_americanus","NECAME_00057","srd","Str"
"caenorhabditis_elegans","C42D4.9","str","Str"
"ancylostoma_caninum","ANCCAN_13427","srw","Solo"
"rhabditophanes_kr3021","RSKR_0000416600.1","srbc","Solo"
"panagrellus_redivivus","Pan_g18675.t1","srsx","Solo"
"ancylostoma_caninum","ANCCAN_21460","srt","Srg"
"caenorhabditis_elegans","T01D3.4a","srx","Srg"
"caenorhabditis_elegans","Y68A4A.7","srh","Str"
"pristionchus_pacificus","PPA22955","srd","Str"
"caenorhabditis_elegans","C55A1.3","str","Str"
"haemonchus_contortus","HCON_00133260","srw","Solo"
"haemonchus_contortus","HCON_00146500","srbc","Solo"
"panagrellus_redivivus","Pan_g3808.t1","srsx","Solo"
"ancylostoma_caninum","ANCCAN_26852","srt","Srg"
"caenorhabditis_elegans","F09F3.12","srx","Srg"
"caenorhabditis_elegans","F40D4.11","srh","Str"
"toxocara_canis","Tcan_02963.1","srd","Str"
"caenorhabditis_elegans","B0213.9","str","Str"
"brugia_malayi","Bm6043a","srw","Solo"
"ascaris_suum","AgR007_g016_t01","srbc","Solo"
"pristionchus_pacificus","PPA17083","srsx","Solo"
"panagrellus_redivivus","Pan_g5413.t1","srt","Srg"
"caenorhabditis_elegans","F09F3.4","srx","Srg"
"caenorhabditis_elegans","C46E10.7","srh","Str"
"romanomermis_culicivorax","nRc.2.0.1.t46451","srd","Str"
"caenorhabditis_elegans","B0391.12","str","Str"
"syphacia_muris","SMUV_0000661301","srw","Solo"
"nippostrongylus_brasiliensis","NBR_0000571601","srbc","Solo"
"ascaris_suum","AgB09X_g105_t02","srsx","Solo"
"caenorhabditis_elegans","B0238.8","srt","Srg"
"caenorhabditis_elegans","F09F3.7","srx","Srg"
"caenorhabditis_elegans","C46E10.10","srh","Str"
"romanomermis_culicivorax","nRc.2.0.1.t16977","srd","Str"
"caenorhabditis_elegans","W09D6.3","str","Str"
"ascaris_suum","AgR010_g167_t03","srw","Solo"
"brugia_malayi","Bm6399","srbc","Solo"
"brugia_malayi","Bm14825","srsx","Solo"
"caenorhabditis_elegans","B0238.6","srt","Srg"
"caenorhabditis_elegans","F32H5.6a","srx","Srg"
"caenorhabditis_elegans","F21H7.11","srh","Str"
"romanomermis_culicivorax","nRc.2.0.1.t07268","srd","Str"
"caenorhabditis_elegans","C06B3.9","str","Str"
"ascaris_suum","AgR010_g167_t04","srw","Solo"
"onchocerca_volvulus","OVOC5880","srbc","Solo"
"toxocara_canis","Tcan_09051.1","srsx","Solo"
"caenorhabditis_elegans","B0238.3","srt","Srg"
"caenorhabditis_elegans","F09F3.11","srx","Srg"
"caenorhabditis_elegans","F49H6.4","srh","Str"
"romanomermis_culicivorax","nRc.2.0.1.t08300","srd","Str"
"caenorhabditis_elegans","F32A7.7","str","Str"
"toxocara_canis","Tcan_12690.1","srw","Solo"
"pristionchus_pacificus","PPA37833","srbc","Solo"
"toxocara_canis","Tcan_09042.1","srsx","Solo"
"caenorhabditis_elegans","B0238.5a","srt","Srg"
"caenorhabditis_elegans","F55B12.9","srx","Srg"
"caenorhabditis_elegans","F25E5.13","srh","Str"
"haemonchus_contortus","HCON_00128590","srd","Str"
"caenorhabditis_elegans","T16A9.2","str","Str"
"haemonchus_contortus","HCON_00074140","srw","Solo"
"ascaris_suum","AgR012_g070_t01","srbc","Solo"
"trichinella_spiralis","EFV60150","srsx","Solo"
"caenorhabditis_elegans","C03A7.9","srt","Srg"
"caenorhabditis_elegans","F55B12.7","srx","Srg"
"caenorhabditis_elegans","T10D4.5","srh","Str"
"caenorhabditis_elegans","C06C6.2","str","Str"
"dictyocaulus_viviparus","DICVIV_05021","srw","Solo"
"ascaris_suum","AgR012_g070_t02","srbc","Solo"
"trichinella_spiralis","EFV60577","srsx","Solo"
"caenorhabditis_elegans","T28A11.15","srt","Srg"
"caenorhabditis_elegans","F09F3.1a","srx","Srg"
"caenorhabditis_elegans","T21B4.14","srh","Str"
"caenorhabditis_elegans","R09E12.4","str","Str"
"necator_americanus","NECAME_07992","srw","Solo"
"ascaris_suum","AgR012_g070_t03","srbc","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t30510","srsx","Solo"
"haemonchus_contortus","HCON_00128020","srt","Srg"
"caenorhabditis_elegans","F09F3.13","srx","Srg"
"caenorhabditis_elegans","ZC204.5","srh","Str"
"caenorhabditis_elegans","K02H11.2","str","Str"
"pristionchus_pacificus","PPA25380","srw","Solo"
"ascaris_suum","AgR012_g070_t04","srbc","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t31034","srsx","Solo"
"necator_americanus","NECAME_07526","srt","Srg"
"caenorhabditis_elegans","F35F10.8","srx","Srg"
"caenorhabditis_elegans","T21B4.5","srh","Str"
"caenorhabditis_elegans","C50H11.9","str","Str"
"toxocara_canis","Tcan_05897.1","srw","Solo"
"toxocara_canis","Tcan_02879.1","srbc","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t06274","srsx","Solo"
"haemonchus_contortus","HCON_00120340","srt","Srg"
"caenorhabditis_elegans","C04E12.8","srx","Srg"
"caenorhabditis_elegans","T21B4.6","srh","Str"
"caenorhabditis_elegans","K02H11.7","str","Str"
"panagrellus_redivivus","Pan_g10123.t1","srw","Solo"
"ascaris_suum","AgR020_g028_t01","srbc","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t34331","srsx","Solo"
"rhabditophanes_kr3021","RSKR_0000045966.1","srt","Srg"
